,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
State,Alaska,Alabama,Arkansas,Arizona,California,Colorado,Connecticut,District of Columbia,Delaware,Florida,Georgia,Hawaii,Iowa,Idaho,Illinois,Indiana,Kansas,Kentucky,Louisiana,Massachusetts,Maryland,Maine,Michigan,Minnesota,Missouri,Mississippi,North Carolina,Nebraska,New Hampshire,New Jersey,Nevada,New York,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Virginia,Vermont,Washington,Wisconsin,West Virginia
StateAbbrev,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,NC,NE,NH,NJ,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV
4/30/2009,271093,125470,106063,184297,340300,241070,294962,473085,251136,182082,152074,534663,123955,181666,197324,118479,122423,115675,151539,330056,299494,195051,112232,193448,133714,110942,168045,123482,238512,346080,200935,227102,122726,104639,252790,169797,256317,157394,151169,138006,138279,231261,248200,236047,280908,162814,91949
5/31/2009,270524,124864,105708,180376,336638,240766,292109,467962,249163,178904,150246,529786,123872,179534,194890,118239,122352,115437,151452,328676,295860,193115,110581,191913,133138,110740,167163,123639,237023,343597,194561,226177,122271,104644,250312,169340,254561,156475,150873,137194,138123,229203,246837,235797,277434,162145,91589
6/30/2009,270101,124204,105464,177475,334047,240450,289431,464307,247662,175949,148570,523684,123807,177841,193053,117972,122357,115268,151339,327594,293291,192113,109025,190953,132572,110484,166324,123694,235905,341308,188316,225264,121837,104672,247937,168961,253185,155466,150497,136460,137984,227451,245614,235398,274711,161558,91180
7/31/2009,269552,123674,105244,175487,332771,240126,287157,461187,246437,173705,147315,519992,123779,176157,191585,117646,122381,115041,151140,327075,291187,191184,107830,190266,132033,110306,165656,123964,234965,339349,182580,224475,121378,104784,245695,168717,251697,154731,150095,135851,137954,225910,244872,234677,273148,160926,90771
8/31/2009,268937,123157,104947,173733,331922,239844,285910,459024,245883,171677,146257,517858,123701,174471,190385,117355,122447,114826,150838,326718,289667,190918,106758,189882,131655,110040,164934,124204,233906,337764,178504,223813,120944,104917,244032,168493,250672,154209,149658,135432,137874,224576,244233,233617,271843,160603,90408
9/30/2009,268448,122658,104664,172308,331356,239653,285027,456708,245351,169846,145295,515447,123605,172733,188823,117157,122512,114569,150543,327099,287960,190302,105913,189526,131309,109788,164325,124628,232654,336537,175396,223434,120603,105025,242978,168356,250322,153739,149278,135116,137823,223110,243628,232768,270710,160317,89972
10/31/2009,267921,122245,104418,170257,331407,239596,284603,454282,245148,168348,144281,511219,123537,171269,187587,116996,122560,114384,150249,327627,286624,189675,104878,189083,131099,109488,163822,125157,231854,335854,173144,223316,120426,105108,242245,168314,250386,153303,148933,134897,137754,221776,242917,232119,270074,160075,89611
11/30/2009,268058,121935,104364,169778,332974,239787,283713,455134,244670,167481,143497,507657,123485,170088,186492,116948,122667,114310,150250,328438,285495,189051,104106,188594,131171,109195,163521,125604,231483,335448,171278,223312,120248,105383,241482,168473,250782,153025,148615,134704,137964,220876,242558,231525,269735,159780,89203
12/31/2009,268324,121738,104383,169479,335000,240115,282766,457752,244119,166736,142946,507290,123447,169357,186334,116960,122716,114355,150226,329225,284806,188917,103446,188541,131374,108874,163187,126077,231453,335297,169128,223324,120160,105599,240909,168696,250903,152845,148473,134593,138135,220235,242460,231009,269352,159507,88966
1/31/2010,268908,121587,104497,169217,336545,240597,281435,460148,243680,166126,142376,508305,123448,168257,185771,116944,122741,114400,150465,330333,284378,188594,103208,188558,131382,108645,162882,126514,231330,334775,168355,223181,120068,105827,240140,169007,251819,152755,148429,134562,138231,219608,242713,230524,268018,159628,88774
2/28/2010,268762,121428,104557,167967,336433,240975,280443,459501,243447,165416,141754,512163,123544,167450,185478,117001,122578,114410,150645,331786,283461,188319,102853,188827,131086,108522,162424,126832,230716,334246,167438,223147,120156,105962,239510,169210,252484,152563,148512,134479,138216,218964,242855,230279,266686,159831,88732
3/31/2010,268728,121041,104594,166826,337328,241231,280324,457986,243207,164942,141162,513145,123779,166199,184146,116958,122597,114474,150905,332982,282562,188399,102658,189185,130938,108369,162031,126713,230048,333547,166832,223064,120098,106198,239253,169413,253377,152248,148647,134454,138236,218292,243107,230324,265611,160042,88872
4/30/2010,268927,120628,104597,166507,338599,241137,280714,459169,242675,164495,140917,516149,123957,165542,184057,117042,122566,114571,150848,333923,281910,189134,102552,189513,130980,108185,161799,126987,229506,333177,165598,223270,120038,106439,238889,169556,252992,152042,148926,134403,138336,217763,243377,230441,265886,159995,89066
5/31/2010,269549,120129,104615,165781,340412,240773,281123,462953,242323,163981,140740,516540,124040,164822,183008,116995,122564,114678,150871,334081,281946,189931,102600,189639,131005,107965,161673,126954,229375,332795,164453,223391,119862,106609,237953,169624,252610,151982,149227,134429,138367,217050,243579,230565,266302,159836,89227
6/30/2010,269770,119689,104528,164890,340074,240101,281154,466013,241966,163205,140380,520437,123943,163292,183097,116961,122402,114630,150805,333989,281521,189603,102646,189119,130738,107800,161448,126818,229109,332311,164205,223694,119660,106546,236539,169572,252173,151842,149393,134327,138254,215997,243357,230617,265616,159326,89309
7/31/2010,269966,119113,104297,162626,338914,239336,280638,466851,241291,162095,139461,522417,123730,161265,181034,116798,122102,114504,150655,333210,280745,188675,102264,188275,130268,107460,160941,125983,229137,331573,163680,223736,119232,106265,235003,169299,252118,151452,149484,134140,137793,214384,242593,231017,263643,158669,89346
8/31/2010,270268,118561,104062,161007,337359,238418,279701,467066,240049,160777,138223,524748,123465,159287,179965,116505,121644,114332,150404,332309,279117,187631,101721,186777,129660,107121,160367,125156,229178,330297,162998,223462,118737,105932,233210,168872,251713,150951,149530,133810,137269,212395,241706,231452,261005,157527,89391
9/30/2010,270528,118076,103704,158820,336141,237420,278496,465675,238803,159360,136713,526044,123126,157460,178238,116064,121168,114190,150249,330902,277559,187037,100918,185104,128924,106748,159706,124344,229477,328517,161441,222878,118171,105575,230930,168196,250605,150379,149523,133416,136741,210926,240941,231676,258765,156163,89329
10/31/2010,270525,117669,103371,157344,334489,236482,276713,464982,237284,157847,135406,527267,122742,155667,177304,115606,120825,114033,150094,329706,275742,186416,100207,183436,128174,106454,159095,123644,229075,326354,159908,222057,117603,105273,228805,167392,249134,149743,149457,132973,136315,209474,240264,231845,256254,154930,89196
11/30/2010,270063,117149,102911,155205,332206,235553,274632,462053,235660,156181,134025,529495,122356,153841,175453,115142,120526,113671,149874,328512,273631,185687,99422,182065,127315,106172,158431,123010,228196,324347,158951,221343,116982,104819,227096,166478,247701,149094,149363,132537,135804,207838,239344,231837,253813,153774,89001
12/31/2010,269812,116542,102505,153140,330232,234653,272579,461078,234333,154598,132883,529151,121962,152087,173877,114786,120220,113232,149494,327690,271441,184795,98807,180391,126507,106026,157823,122612,227196,322344,157998,220586,116316,104504,225466,165632,246805,148230,149221,132050,135379,205656,238432,231919,251417,152887,88831
1/31/2011,269135,115789,102102,151020,328546,233749,271451,458101,232846,152981,131652,528742,121685,150662,172305,114477,119893,112670,148735,326666,269503,184778,98109,178825,125731,105938,157133,122428,226417,320382,156153,220107,115759,104230,223762,164835,245493,147249,149016,131419,134970,203939,237460,231644,249538,151932,88617
2/28/2011,268582,115158,101814,149376,327102,232791,270499,457470,231560,151478,130638,526634,121360,149119,171104,114112,119621,112146,147937,325141,268415,185124,97576,177029,125088,105803,156449,122371,226238,318205,153993,219602,115178,104074,221708,164085,244536,146145,148767,130867,134447,202321,236464,231394,248159,150963,88389
3/31/2011,267492,114697,101581,148326,324903,231883,268889,456101,229670,149897,129335,525883,120999,147952,169984,113766,119112,111625,147053,323207,267614,185417,96900,175548,124227,105628,155646,122207,225789,315921,151882,219154,114687,103790,219313,163346,243090,145304,148595,130277,133877,201239,235416,231052,246260,149891,88020
4/30/2011,266545,114397,101331,146518,322667,231085,266927,456418,227992,148467,127898,523273,120617,146277,168158,113329,118514,111196,146472,321385,266529,184754,96209,173863,123266,105403,154708,121606,225304,313744,150248,218371,114045,103414,216988,162515,241705,144477,148360,129841,133306,199793,234526,230942,243961,148678,87758
5/31/2011,265900,114130,100973,144806,319605,230151,264960,455028,225935,147105,126255,522080,120272,144869,166889,112949,118078,110853,145954,319742,264933,184106,95484,172203,122345,105254,153865,121229,224064,311489,149136,217572,113439,102993,215087,161707,239832,143746,148147,129364,132844,198667,233746,230656,240564,147468,87588
6/30/2011,266036,113861,100716,142847,317788,229460,263833,453381,224287,146032,124803,520571,120050,144104,165087,112624,117749,110601,145645,318634,263474,183739,94803,170698,121723,105066,153202,120990,222859,309337,147304,216581,112868,102703,213895,160894,238341,143098,148158,129025,132419,197539,233235,230511,238013,146532,87584
7/31/2011,266375,113595,100623,141970,316373,228807,262617,452429,223081,145052,123703,519831,119930,144003,164678,112512,117542,110398,145504,317694,262055,183790,94324,169450,121350,105058,152720,121154,221207,307116,146046,215816,112521,102647,213064,160273,236680,142683,148221,128704,132236,197014,232869,230297,235820,145669,87545
8/31/2011,266663,113351,100632,141405,314990,228664,261126,451198,222187,144376,123058,518055,119935,143805,163628,112590,117340,110245,145442,316937,260923,183635,94130,168691,120999,105024,152212,121366,220225,305328,144113,215262,112244,102692,212317,159853,235160,142261,148351,128446,132212,196963,232744,230123,234439,145248,87497
9/30/2011,266693,113033,100691,141173,313364,228659,259448,451075,221011,143858,122781,516130,119997,143680,163113,112721,117226,110058,145324,315958,259734,183430,94154,168084,120742,105052,151805,121440,219366,303754,143309,214895,111982,102850,211762,159640,233703,141785,148346,128171,132307,196382,232395,230038,232840,144981,87524
10/31/2011,266897,112693,100777,141232,311558,228734,257749,449670,219766,143566,122534,515326,120041,143722,161408,112774,116984,109876,145277,314573,259064,183183,94203,167486,120416,104949,151279,121642,219083,302230,142523,214639,111668,102855,210940,159446,232395,141293,148445,127877,132330,195798,231905,230064,231377,144788,87595
11/30/2011,267010,112273,100848,141304,310848,228850,256594,448764,218822,143374,122243,512970,120116,144061,160547,112768,116733,109852,145194,313030,258547,182822,94196,166772,120113,104869,150785,121732,218562,300373,141868,214236,111402,102834,210068,159204,230586,140854,148591,127622,132205,195265,231335,230345,229938,144581,87722
12/31/2011,267404,112011,100874,142275,309701,229047,255279,446689,217765,143227,121600,512487,120194,144280,159140,112646,116498,109868,145100,311611,258116,182420,94189,166157,119717,104706,150298,121665,217979,298478,141334,213895,111193,102711,209078,158907,229017,140736,148713,127411,132038,195595,231049,230346,228781,144245,87783
1/31/2012,268014,111955,100874,142986,309011,229348,253872,449523,216673,143193,121124,511724,120139,144436,158415,112501,116470,109956,145101,310583,257334,181753,94232,165718,119385,104535,149945,121175,217435,296824,141191,213505,110930,102614,208424,158576,227871,140792,148762,127340,132012,195842,230800,230274,228067,143915,87819
2/29/2012,268810,111936,100912,144297,308505,229708,252399,452373,215165,143220,120633,512238,120070,144927,156937,112394,116551,110025,145087,309501,256650,180925,94250,165656,119183,104370,149682,120613,216853,295730,141115,213038,110645,102609,208063,158254,226610,141023,148866,127263,132250,196335,230926,230095,227058,143539,87850
3/31/2012,269793,111914,101055,145229,308734,230157,251276,457638,214476,143516,120716,513451,120062,145524,156609,112390,116712,110126,145252,309160,256216,180190,94514,165892,119218,104197,149504,120538,216222,295025,140948,212665,110462,102656,208359,157968,225504,140977,148872,127283,132597,196652,231095,229879,226774,143192,87902
4/30/2012,270730,111738,101308,147496,309491,230952,250057,457912,213821,144001,120915,514526,120197,146866,156162,112460,116864,110253,145464,309152,256178,179985,94820,166465,119426,104136,149528,120817,215717,294248,141194,212386,110381,102826,209025,157806,224618,140948,148976,127307,132897,197380,231376,229753,226652,142950,87934
5/31/2012,271620,111692,101674,150341,311091,232279,248870,458764,213936,144580,121324,516983,120399,148129,156186,112569,116900,110313,145737,309838,256290,180045,95281,166969,119617,104102,149454,121267,216005,293465,141642,212358,110271,103088,209964,157745,224104,140839,149103,127418,133220,198452,231726,229703,227617,142962,87911
6/30/2012,271733,111617,101981,153357,313073,233843,247162,461522,213561,145243,121750,517425,120603,149484,155784,112593,117041,110287,145883,310255,256555,180416,95772,167744,119665,104131,149325,121586,216607,292465,142873,212406,110098,103323,210831,157676,223669,140757,149234,127474,133575,199561,232045,229752,228751,143029,87888
7/31/2012,271692,111640,102201,156039,315441,235509,246106,466752,213096,146026,122265,519367,120872,150815,155193,112574,117155,110261,145830,310756,257129,180834,96412,168574,119604,104130,149199,121997,217599,291651,143864,212515,109961,103483,211657,157570,223699,140558,149459,127616,134002,200563,232450,229801,230184,143233,87932
8/31/2012,271497,111607,102366,158682,318425,236786,245583,473524,211990,146921,122600,519481,121102,152688,154654,112502,117325,110201,145824,311173,257912,181165,97012,169605,119641,104112,149256,122329,217890,290822,145855,212671,109933,103572,212905,157488,223925,140376,149723,127735,134385,201487,232725,229859,231594,143232,87993
9/30/2012,271866,111681,102589,161823,321868,238163,245407,480457,211141,147866,122776,521774,121389,154602,154155,112518,117345,110302,145879,311765,258734,181347,97587,170798,119847,103985,149309,122863,218033,290494,147720,212844,109990,103555,214209,157427,224160,140432,150156,127918,134677,203072,233176,229941,233045,143273,88075
10/31/2012,272498,111765,102787,164600,326111,239555,245721,488420,210284,148882,122994,523395,121787,156381,154499,112658,117426,110393,145948,312965,259339,181575,98296,172260,119975,103870,149414,123139,218104,290557,149714,212937,110050,103622,215986,157456,224455,140621,150594,128068,134960,204968,233930,229821,234773,143175,88143
11/30/2012,273309,111993,103051,167637,330026,241089,246137,496086,209821,149969,123587,527193,122207,157716,155039,112700,117577,110509,145890,314811,260038,182376,99093,173861,120253,103785,149540,123660,218573,291000,151821,213135,110088,103818,217213,157517,225475,140844,150978,128196,135413,207055,234952,229576,236828,143256,88227
12/31/2012,273443,112148,103349,169349,335186,242527,247187,503731,209484,151234,124420,529584,122617,159345,155620,112802,117775,110562,145894,316955,261007,183221,99844,175469,120546,103727,149661,124174,219258,291616,154294,213395,110157,104155,218802,157663,226528,140954,151433,128379,136003,209229,235745,229521,238874,143289,88288
1/31/2013,274000,112312,103684,171595,340267,244180,248200,505197,209390,152732,125466,531755,123063,161288,156276,112895,117856,110699,145971,318546,262386,183920,100616,176900,121111,103670,149825,125248,219769,292269,157337,213694,110357,104457,220487,157856,227051,141006,151971,128604,136692,211314,236531,229724,240485,143502,88430
2/28/2013,274476,112444,103923,172959,346282,245972,248762,505420,209773,154424,126564,533364,123520,162924,157148,113128,117825,110859,146227,321016,263720,184299,101601,177925,121484,103605,149989,126178,220464,292798,160732,214163,110647,104618,223099,158065,227909,141096,152573,128926,137332,213468,237193,229957,242257,143429,88624
3/31/2013,275501,112648,104009,175296,352920,248076,249508,504331,210293,156160,127627,535475,123782,164858,157751,113304,118043,111094,146508,323192,265149,184548,102737,178683,121773,103652,150322,126668,221690,293179,164931,214551,110888,104796,225628,158286,228587,141439,153146,129285,138086,215534,238045,230184,244411,143735,88881
4/30/2013,276241,112843,104038,177193,360321,249888,250691,510534,210833,157919,128622,539558,123887,166195,158653,113533,118328,111212,146704,325523,266536,184426,103938,179459,121854,103590,150670,126758,223043,293591,168841,215135,111155,105039,228287,158584,229721,141824,153652,129692,138928,218087,238796,230150,246902,144266,89094
5/31/2013,277167,112894,104071,179179,367900,251580,252420,519081,210806,159866,129704,541478,123996,167953,159244,113769,118671,111374,146935,327217,268349,184251,105084,181020,122001,103493,151140,126752,224099,294431,173112,215654,111487,105210,230870,158903,230943,142210,154128,130023,139790,220307,239458,230072,249478,145142,89294
6/30/2013,278709,112960,104169,181593,375551,253162,254044,526383,210887,161827,130885,543441,124263,169319,160417,114077,118754,111570,147293,329011,270028,184200,106238,182756,122269,103341,151639,127042,224927,295842,177469,216301,111921,105428,233133,159305,232181,142607,154606,130387,140662,222985,240092,229841,251472,145854,89467
7/31/2013,280137,113043,104331,184428,383096,255011,255140,531752,211131,163939,132080,544805,124513,170907,161502,114358,118848,111824,147793,331014,271764,184195,107487,184703,122621,103181,152158,127311,225754,297573,182275,216932,112313,105656,235309,159726,233340,143097,155097,130717,141556,225509,240850,229666,253646,146499,89675
8/31/2013,281658,113269,104502,186789,390416,257175,256237,536381,212288,166114,133412,550632,124783,172151,163058,114646,118920,112190,148231,333133,273259,184539,108817,186479,122946,103061,152679,127662,226882,299402,186571,217482,112699,105984,236869,160091,234766,143729,155566,131207,142495,227959,241754,229562,255697,147235,89874
9/30/2013,282710,113462,104628,188750,396907,259122,257381,541556,213559,168341,134820,556715,125012,173215,164432,114887,119123,112437,148452,335810,274934,184752,110224,188226,123140,103025,153157,127943,228070,300968,190658,218004,112992,106337,238638,160430,236427,144276,156038,131750,143532,230029,242780,229492,258018,148104,90134
10/31/2013,283357,113657,104728,190373,402547,260876,258268,547021,215216,170333,136266,563182,125220,174234,165962,115078,119357,112726,148640,338302,276524,185098,111477,189866,123502,103033,153700,128337,229241,302413,194202,218639,113391,106554,240049,160678,238040,144773,156434,132416,144623,231659,243498,229430,259815,148945,90401
11/30/2013,284169,113825,104763,191292,407744,262396,258874,552322,216306,172223,137484,567777,125380,175304,166752,115390,119584,112933,148882,340239,278234,185047,112659,191210,123773,103015,154165,128642,230183,303829,197512,219286,113738,106765,242292,160981,238972,145259,156878,133107,145705,233013,244165,229434,261211,149538,90692
12/31/2013,284975,114035,104757,192865,412250,264099,258867,557287,217346,173937,138755,573179,125620,175995,167766,115749,119843,113174,149273,341255,279461,184945,113876,192355,124130,103040,154738,128929,231106,304979,199726,219872,114030,106910,244520,161199,239373,145723,157299,133700,146662,233779,244791,229433,262457,149995,90929
1/31/2014,285479,114171,104784,194576,416808,265561,258623,567329,218464,175535,139832,578495,125862,176330,168360,116166,120067,113263,149754,342234,280585,184897,115114,193576,124368,103063,155211,128922,231865,306004,201731,220442,114056,107196,246751,161442,240099,146257,157666,134211,147530,234627,245658,229440,263961,150418,91081
2/28/2014,286057,114285,104925,197122,420564,267035,258606,578099,219195,176890,140892,584065,126194,176919,169248,116523,120322,113435,150175,342764,281517,184814,116177,194882,124696,103174,155702,129105,232647,306527,203558,220979,114015,107471,248132,161668,240510,146701,157949,134593,148425,235380,246271,229342,265808,151101,91134
3/31/2014,286609,114331,105185,197900,422797,268239,258233,589678,219709,178215,141750,587955,126640,177515,169629,116928,120297,113501,150485,343966,282039,184744,116983,196410,125008,103269,156005,129539,233063,307600,205156,221612,113974,107731,249128,161866,241931,146990,158324,134907,149218,236285,246743,229140,266853,151849,91182
4/30/2014,287044,114503,105440,197911,423900,269675,257864,594950,219903,179343,142618,590465,127191,178208,169795,117274,120321,113721,150739,345316,282650,185154,117666,197711,125360,103479,156256,130352,233546,308594,206395,222061,114042,107895,250073,161930,243230,147169,158757,135166,149985,236436,247051,229084,267826,152236,91285
5/31/2014,286831,114796,105670,197767,424561,271191,256987,597943,220996,180387,143374,592850,127657,178542,170204,117592,120338,113919,150741,346699,282585,185847,118397,198657,125803,103711,156472,130980,233812,309609,206931,222430,114177,108170,250770,161965,244621,147435,159311,135488,150784,236660,247333,229184,268322,152393,91454
6/30/2014,286366,115143,105816,197979,425435,272883,256653,599772,221938,181266,144079,597123,127975,178945,170908,117866,120567,114249,150647,347745,282884,186423,119214,199217,126244,103928,156667,131387,234303,310125,207318,222692,114390,108406,251936,162120,245161,147779,159781,135890,151704,236710,247739,229494,269846,152600,91610
7/31/2014,286797,115440,105900,197861,426776,274565,256323,602190,222737,182136,144831,600697,128216,179070,171639,118241,120884,114584,150533,348469,282854,186667,119915,199442,126647,104202,156834,131702,234713,310447,208219,222870,114644,108696,253019,162361,244930,148190,160237,136302,152582,236727,248123,229767,271115,153024,91752
8/31/2014,287920,115685,106007,197949,427513,276025,255738,603750,222923,182760,145536,603720,128401,179017,172049,118620,121258,114774,150678,349260,283214,186557,120469,199480,126997,104533,156920,131988,235248,310570,208948,223089,114799,108934,254443,162557,244421,148552,160634,136636,153530,236841,248420,229996,272233,153304,91933
9/30/2014,289144,115854,106185,197727,428792,277699,254982,603701,223293,183474,146286,604701,128632,179158,172553,118989,121653,114971,150918,349548,283261,186738,120892,199424,127325,104920,157113,132265,235733,310425,209181,223330,115008,109235,255837,162672,244195,148901,161163,136891,154474,236818,248556,230208,273045,153382,92156
10/31/2014,290350,116059,106446,198186,430158,279676,254517,602063,223578,184465,146973,605033,128847,179455,172829,119355,121971,115161,151192,349655,283461,186954,121375,199375,127637,105366,157335,132524,236382,310170,210324,223642,115156,109785,257459,162791,244264,149199,161739,137092,155449,237466,248833,230480,274379,153490,92420
11/30/2014,290959,116272,106724,199263,432603,282028,254393,601989,224029,185610,147687,606202,129084,180061,173374,119734,122308,115460,151705,350122,283683,187163,121913,199531,127992,105851,157728,132809,237191,309794,211619,223994,115461,110278,259002,162941,244672,149467,162361,137268,156421,238402,249127,230750,275912,153793,92653
12/31/2014,292011,116453,107017,200511,434415,284519,254266,602360,224448,186752,148330,607737,129282,180864,173745,120103,122606,115829,152051,351642,283832,187203,122409,200016,128289,106353,158116,133319,237752,309709,214224,224452,115840,110715,260276,163157,245299,149773,162840,137603,157431,239480,249448,231076,277707,154276,92880
1/31/2015,292818,116642,107278,200939,436357,287333,254121,598632,224933,187805,148962,609827,129601,181743,174097,120378,122984,116324,152346,353710,283801,187202,122920,200477,128468,106851,158606,133902,238592,309990,215782,224873,116397,110985,261499,163330,245948,150140,163452,138051,158452,240626,249490,231366,279699,154732,93034
2/28/2015,293516,116828,107479,201149,438549,290182,254157,594777,225593,188970,149566,610964,129896,182763,174197,120619,123315,116693,152546,355403,283710,187875,123481,201389,128654,107294,159095,134665,239317,310811,217498,225153,116992,111349,263157,163471,246301,150645,164143,138589,159466,241717,249932,231694,281228,155271,93264
3/31/2015,294044,117097,107614,202584,441816,293034,254593,591336,226274,190129,150156,613005,130250,183559,174678,120845,123785,117097,152984,356540,284158,188947,124202,202196,128972,107662,159721,135370,240463,311086,218744,225311,117530,111780,265214,163759,246422,151283,164810,139110,160552,243170,250403,231965,283228,155594,93475
4/30/2015,295443,117295,107784,204536,444565,295743,254943,592518,227378,191295,150827,615282,130583,184731,175419,121155,124271,117410,153386,356715,284248,189595,124850,203255,129511,108000,160255,136015,241526,311403,220274,225575,117982,112174,267039,164184,246233,151943,165420,139646,161660,244867,250859,232167,285061,156134,93739
5/31/2015,297561,117472,107912,206296,447434,298717,255349,593758,227890,192506,151641,618613,131005,185703,176160,121448,124808,117792,153821,357264,284577,190028,125373,203974,130008,108321,160725,136665,242965,311431,222319,225956,118451,112461,268977,164722,246214,152522,165912,140308,162693,246423,251269,232290,287629,156490,93952
6/30/2015,299537,117620,108142,207254,449664,301689,255406,595798,228596,193813,152519,620592,131423,186865,176375,121747,125354,118071,154224,357865,284547,190348,125835,204662,130502,108699,161163,137288,244053,311719,223817,226445,118894,112759,270980,164996,246921,153069,166597,140935,163711,247820,251567,232293,289619,156782,94171
7/31/2015,300258,117843,108417,208590,451798,304606,255558,598213,229055,195054,153282,622966,131870,187824,176658,121892,125804,118337,154700,359400,284839,191223,126342,205381,130945,109027,161726,137881,245140,311781,224539,227020,119336,113028,273278,165171,248298,153599,167285,141541,164708,249419,251908,232229,291577,156944,94378
8/31/2015,300245,118025,108761,209852,454359,307621,255785,601346,229882,196470,154027,623143,132357,189127,176898,122066,126224,118718,154985,360984,284997,192126,126953,206192,131438,109300,162378,138494,245770,311933,225661,227594,119756,113290,275868,165360,249646,154050,168079,142126,165676,251459,252229,232162,294101,157155,94560
9/30/2015,299989,118277,109073,211382,457313,310754,256247,605563,230445,197940,154741,623856,132844,190186,177229,122302,126538,119162,155353,362412,285208,192646,127468,207185,131930,109507,162943,139056,246348,312298,227400,228183,120159,113469,278368,165696,250012,154491,168565,142770,166565,253674,252637,232004,296784,157516,94769
10/31/2015,300043,118436,109345,212291,460555,313859,256138,611123,230779,199413,155418,625622,133326,191282,177462,122567,126929,119576,155751,363999,285367,193040,127974,208146,132392,109711,163447,139654,246654,312685,228968,228633,120552,113413,280961,166082,250525,155028,169081,143483,167512,255520,253058,231977,299571,157983,94945
11/30/2015,300654,118588,109653,213030,463114,316706,255506,614073,231111,200708,156081,628075,133824,192289,177742,122917,127269,119941,156030,364925,285163,193439,128571,209238,132779,109868,163859,140295,247169,313222,229950,229006,120919,113395,283404,166429,251208,155659,169543,144237,168373,256907,253360,231985,302185,158606,95142
12/31/2015,301563,118760,109942,213856,466643,319344,255171,616342,231486,202152,156739,629960,134264,193621,178184,123298,127608,120282,156395,365684,285605,194630,129345,210297,133314,110002,164236,140766,248246,313601,231434,229238,121252,113460,285997,166691,252506,156320,170293,144902,169274,258359,253694,231926,304747,159249,95319
1/31/2016,302817,119023,110248,215516,469757,321644,255336,617635,231908,203689,157563,631790,134619,195511,178763,123824,127922,120671,156588,366467,286125,195806,130064,211580,133868,110136,164660,141272,249087,313577,233523,229520,121660,113794,288716,167107,254139,156971,171033,145613,170217,259987,254090,231955,307111,159847,95622
2/29/2016,303993,119364,110569,216816,472456,323997,255735,619753,232569,205333,158371,634299,134982,197062,179773,124283,128358,121168,156906,368227,286964,196640,130734,212668,134503,110306,165174,141492,249500,313557,235450,230140,122064,114183,290842,167668,256456,157485,171736,146342,171132,261673,254204,232309,309853,160396,95869
3/31/2016,304634,119676,110929,217693,474191,326494,255776,622418,233314,206743,159310,636669,135369,198597,180647,124633,128776,121673,156952,369945,287444,197062,131219,213636,135034,110545,165651,141715,249646,313479,236512,230942,122584,114553,293061,168036,257883,157992,172586,147113,172022,262989,254354,233008,312549,160883,96132
4/30/2016,304394,120036,111287,218536,476901,329277,255459,625781,234313,208165,160235,638919,135745,199381,181393,124921,129160,122220,157196,372045,288278,197919,131981,214314,135521,110761,166256,141880,250192,313744,238102,231705,123058,114888,295616,168265,258895,158486,173505,147794,172882,264217,254780,233645,315296,161442,96300
5/31/2016,303645,120333,111690,219574,479519,331753,255284,629772,235264,209506,161101,640853,136130,200679,181905,125310,129608,122715,157575,373790,289425,198643,132792,214976,136095,111005,166992,142339,251234,313889,239483,232322,123491,115221,298813,168351,259400,159168,174413,148363,173918,265947,255528,233925,317657,162173,96501
6/30/2016,302914,120670,112094,220703,482293,334094,255195,632498,236442,210996,161809,643857,136561,201834,182551,125848,130082,123293,158130,375530,290359,199303,133707,215911,136699,111284,167910,143006,252319,314389,241220,232792,123909,115583,301866,168795,260063,159836,175065,148941,174895,267891,256309,234221,320269,163150,96658
7/31/2016,302842,120901,112442,221326,484723,336599,255304,634188,237732,212569,162440,647141,137046,203277,183301,126536,130614,123836,158623,376360,291423,199495,134618,217150,137396,111590,168794,143833,253218,314970,242577,233346,124373,115959,304932,169279,260914,160477,175688,149647,175957,269970,257042,234612,323220,164057,96812
8/31/2016,302858,121179,112723,222382,487785,339198,255257,636042,238682,214075,163077,652353,137488,204610,184024,127187,131101,124393,159074,377401,292164,200197,135476,218664,138032,111957,169629,144683,254240,315533,243975,233992,124912,116309,307510,169851,262034,161217,176391,150424,176887,271444,257774,234970,325882,165105,96941
9/30/2016,303286,121414,113016,223501,490613,341559,255075,637568,239359,215438,163615,657619,137858,206274,184649,127848,131600,124911,159490,379137,293419,201410,136533,220003,138684,112289,170502,145571,255535,315986,245278,234685,125480,116640,310171,170291,264381,162035,177324,151324,177878,273356,258551,235277,328684,166178,97004
10/31/2016,303595,121789,113364,225109,493677,343704,255429,638045,240101,216687,164318,661920,138260,208022,185348,128454,132075,125527,159822,381101,294393,202778,137594,221407,139398,112554,171358,146422,257052,316592,245857,235523,126065,117032,312531,170763,266128,162898,178273,152224,178774,275228,259250,235542,331200,167317,97051
